mapineq,policy,regional,agencyID,id,Name.en,Name.fr,Name.de,version,uri,urn,isExternalReference,isFinal,validFrom,validTo,dsdRef
,,,ESTAT,TRNG_ENT03N,"Training enterprises as % of all enterprises, by type of training and NACE Rev 1.1","Entreprises de formation en % de toutes les entreprises, par type de formation et NACE Rév 1.1",Weiterbildende Unternehmen als Anteil an allen Unternehmen nach Weiterbildungstyp und NACE Rev 1.1 (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT03N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT03S,"Training enterprises as % of all enterprises, by type of training and size class","Entreprises de formation en % de toutes les entreprises, par type de formation et par classe de taille",Weiterbildende Unternehmen als Anteil an allen Unternehmen nach Weiterbildungstyp und Größenklasse (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT03S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT04N,"Percentage of all enterprises providing CVT courses, by type of course and NACE Rev 1.1","Pourcentage de l'ensemble des entreprises fournissant des cours de formation professionnelle continue (cours), par type de cours et NACE Rév 1.1",Unternehmen mit Weiterbildungskursen nach Kurstyp und NACE Rev 1.1 (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT04N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT04S,"Percentage of all enterprises providing CVT courses, by type of course and size class","Pourcentage de l'ensemble des entreprises fournissant des cours de formation professionnelle continue (cours), par type de cours et par classe de taille",Unternehmen mit Weiterbildungskursen nach Kurstyp und Größenklasse (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT04S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT05N,"Percentage of all non-training enterprises, by reason for not providing CVT and NACE Rev 1.1","Pourcentage de l'ensemble des entreprises non formatrices, selon la raison pour laquelle elles ne fournissent pas de cours de formation professionnelle continue et par NACE Rév 1.1","Nicht weiterbildende Unternehmen nach Gründen, keine Weiterbildung durchzuführen und NACE Rev 1.1 (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT05N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT05S,"Percentage of all non-training enterprises, by reason for not providing CVT and size class","Pourcentage de l'ensemble des entreprises non formatrices, selon la raison pour laquelle elles ne fournissent pas de cours de formation professionnelle continue et par classe de taille","Nicht weiterbildende Unternehmen nach Gründen, keine Weiterbildung durchzuführen, und nach Größenklasse (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT05S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT06N,"Enterprises assessing their future manpower and/or skill needs as % of all enterprises, by type of training and NACE Rev 1.1","Entreprises évaluant leurs besoins futurs en main d'oeuvre et/ou en compétences en % de l'ensemble des entreprises, par type de formation et par NACE Rév 1.1","Unternehmen, die ihre zukünftigen Arbeitskraft- und/oder Fähigkeitsnotwendigkeiten als Prozentsatz aller Unternehmen festsetzen, nach Weiterbildungstyp und NACE Rev 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT06N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT06S,"Enterprises assessing their future manpower and/or skill needs as % of all enterprises, by type of training and size class","Entreprises évaluant leurs besoins futurs en main d'oeuvre et/ou en compétences en % de l'ensemble des entreprises, par type de formation et par classe de taille","Prozentsatz aller Unternehmen festsetzen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT06S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT07N,"Enterprises assessing the skills and training needs of employees as % of all enterprises, by type of training, type of assessment and NACE Rev 1.1","Entreprises évaluant les qualifications et les besoins de formation des employés en % de l'ensemble des entreprises, par type de formation, par type d'évaluation et par NACE Rév 1.1","Prozentsatz aller Unternehmen festsetzen, nach Weiterbildungstyp, nach Art der Einschätzung und NACE Rev 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT07N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT07S,"Enterprises assessing the skills and training needs of employees as % of all enterprises, by type of training, type of assessment and size class","Entreprises évaluant les qualifications et les besoins de formation des employés en % de l'ensemble des entreprises, par type de formation, par type d'évaluation et par classe de taille","Prozentsatz aller Unternehmen festsetzen, nach Weiterbildungstyp, nach Art der Einschätzung und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT07S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT08AN,Enterprises that needed to obtain or develop new skills in the period 1997-1999 by NACE Rev 1.1 and by the main ways used to obtain or develop those new skills (%),"Entreprises ayant eu des besoins d'acquisition ou de développement de nouvelles compétences au cours de la période 1997-1999, par catégorie de la NACE Rév 1.1 et par principaux moyens utilisés pour obtenir ou développer ces nouvelles qualifications (en %)","Unternehmen, die im Zeitraum 1997-1999 neue Fertigkeiten erwerben oder entwickeln mussten, nach der NACE Rev 1.1 und den wichtigsten Mitteln zum Erwerb oder zur Entwicklung dieser neuen Fertigkeiten (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT08AN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT08AS,Enterprises that needed to obtain or develop new skills in the period 1997-1999 by size and by the main ways used to obtain or develop those new skills (%),"Entreprises ayant eu des besoins d'acquisition ou de développement de nouvelles compétences au cours de la période 1997-1999, par classe de taille et par principaux moyens utilisés pour obtenir ou développer ces nouvelles qualifications (en %)","Unternehmen, die im Zeitraum 1997-1999 neue Fertigkeiten erwerben oder entwickeln mussten, nach Größe und den wichtigsten Mitteln zum Erwerb oder zur Entwicklung dieser neuen Fertigkeiten (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT08AS(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT08N,Percentage of enterprises with the need to obtain or develop new skills by NACE Rev. 1.1 activity (1997-1999),Pourcentage des entreprises ayant de besoins d'acquisition ou de développement de nouvelles compétences par activité de la NACE Rév. 1.1 (1997-1999),Prozentsatz der Unternehmen mit Bedarf am Erwerb oder der Entwicklung neuer Fertigkeiten nach NACE Rev. 1.1 Tätigkeit (1997-1999),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT08N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT08S,Percentage of enterprises with the need to obtain or develop new skills by size class (1997-1999),Pourcentage des entreprises ayant de besoins d'acquisition ou de développement de nouvelles compétences par classe de taille (1997-1999),Prozentsatz der Unternehmen mit Bedarf am Erwerb oder der Entwicklung neuer Fertigkeiten nach Größenklasse (1997-1999),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT08S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT09N,"Enterprises with a training plan including CVT as % of all enterprises, by type of training and NACE Rev 1.1","Entreprises avec un plan de formation comprenant des cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par NACE Rév 1.1","Unternehmen mit einem Bildungsplan einschließlich Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und NACE Rev 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT09N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT09S,"Enterprises with a training plan including CVT as % of all enterprises, by type of training and size class","Entreprises avec un plan de formation comprenant des cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par classe de taille","Unternehmen mit einem Bildungsplan einschließlich Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT09S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT10N,"Percentage of enterprises with a training plan including CVT, by reason for having this plan, by type of training and NACE","Pourcentage des entreprises avec un plan de formation comprenant des cours de formation professionnelle continue, selon la raison d'avoir ce plan, par type de formation et par NACE","Prozentsatz der Unternehmen mit einem Bildungsplan einschließlich Weiterbildungskursen, nach Grund eines solchen Planes zu besitzen, nach Weiterbildungstyp und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT10N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT10S,"Percentage of enterprises with a training plan including CVT, by reason for having this plan, by type of training and size class","Pourcentage des entreprises avec un plan de formation comprenant des cours de formation professionnelle continue, selon la raison d'avoir ce plan, par type de formation et par classe de taille","Prozentsatz der Unternehmen mit einem Bildungsplan einschließlich Weiterbildungskursen, nach Grund feines solchen Planes zu besitzen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT10S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT11N,"Percentage of enterprises without a training plan including CVT, by reason for not having this plan, by type of training and NACE","Pourcentage des entreprises sans plan de formation comprenant des cours de formation professionnelle continue, selon la raison de ne pas avoir ce plan, par type de formation et par NACE","Prozentsatz der Unternehmen ohne Bildungsplan einschließlich Weiterbildungskursen, nach Grund eines solchen Planes zu besitzen, nach Weiterbildungstyp und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT11N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT11S,"Percentage of enterprises without a training plan including CVT, by reason for not having this plan, by type of training and size class","Pourcentage des entreprises sans plan de formation comprenant des cours de formation professionnelle continue, selon la raison de ne pas avoir ce plan, par type de formation et par classe de taille","Prozentsatz der Unternehmen, ohne Bildungsplan einschließlich Weiterbildungskursen, nach Grund eines solchen Planes zu besitzen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT11S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT12N,"Enterprises with a training budget including provision for CVT as % of all enterprises, by type of training and NACE","Entreprises avec un budget de formation comprenant la fourniture de cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par NACE","Unternehmen mit einen Bildungsetat einschließlich der Bestimmung für Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT12N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT12S,"Enterprises with a training budget including provision for CVT as % of all enterprises, by type of training and size class","Entreprises avec un budget de formation comprenant la fourniture de cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par classe de taille","Unternehmen mit einem Bildungsetat einschließlich der Bestimmung für Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT12S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT13N,"Enterprises with a training centre used exclusively or partly for CVT as % of all enterprises, by type of training and NACE","Entreprises avec un centre de formation utilisé exclusivement ou en partie pour des cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par NACE","Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT13N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT13S,"Enterprises with a training centre used exclusively or partly for CVT as % of all enterprises, by type of training and size class","Entreprises avec un centre de formation utilisé exclusivement ou en partie pour des cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation et par classe de taille","Unternehmen mit einem Bildungsmittel ausschließlich oder teils benutzt für Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT13S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT14N,"Enterprises with an agreement on CVT as % of all enterprises, by type of training, type of agreement and NACE","Entreprises avec un accord sur les cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation, par type d'accord et NACE","Unternehmen mit einer Vereinbarung über Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp, nach Art der Vereinbarung und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT14N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT14S,"Enterprises with an agreement on CVT as % of all enterprises, by type of training, by type of agreement and size class","Entreprises avec un accord sur les cours de formation professionnelle continue en % de l'ensemble des entreprises, par type de formation, par type d'accord et par classe de taille","Unternehmen mit einer Vereinbarung über Weiterbildungskursen als Prozentsatz aller Unternehmen, nach Weiterbildungstyp, nach Art der Vereinbarung und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT14S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT15N,"Enterprises evaluating the effect of CVT courses as % of all enterprises providing CVT courses, by NACE","L'ensemble des entreprises dispensant des cours de formation professionnelle continue, par NACE","Unternehmen, die den Effekt von Weiterbildungskursen auswerten, als Prozentsatz aller Unternehmen, die Weiterbildungskursen bereitstellen, nach NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT15N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT15S,"Enterprises evaluating the effect of CVT courses as % of all enterprises providing CVT courses, by NACE","Entreprises évaluant l'effet des cours de formation professionnelle continue en % de l'ensemble des entreprises dispensant des cours de formation professionnelle continue, par NACE","Unternehmen, die den Effekt von Weiterbildungskursen auswerten, als Prozentsatz aller Unternehmen, die Weiterbildungskursen bereitstellen, nach Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT15S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT16N,"Percentage of enterprises evaluating the effect of CVT courses, by type of evaluation and NACE","Pourcentage des entreprises évaluant l'effet des cours de formation professionnelle continue, par type d'évaluation et NACE","Prozentsatz der Unternehmen, die den Effekt von Weiterbildungskursen auswerten, nach Art der Auswertung und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT16N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT16S,"Percentage of enterprises evaluating the effect of CVT courses, by type of evaluation and size class","Pourcentage des entreprises évaluant l'effet des cours de formation professionnelle continue, par type d'évaluation et par classe de taille","Prozentsatz der Unternehmen, die den Effekt von Weiterbildungskursen auswerten, nach Art der Auswertung und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT16S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT17N,"Percentage of enterprises not evaluating the effect of CVT courses, by reason for not evaluating and NACE","Pourcentage des entreprises n'évaluant pas l'effet des cours de formation professionnelle continue, selon la raison de non-évaluation et par NACE","Prozentsatz der Unternehmen, die nicht den Effekt von Weiterbildungskursen auswerten, nach Grund für das Nichtauswerten und NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT17N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT17S,"Percentage of enterprises not evaluating the effect of CVT courses, by reason for not evaluating and size class","Pourcentage des entreprises n'évaluant pas l'effet des cours de formation professionnelle continue, selon la raison de non-évaluation et par classe de taille","Prozentsatz der Unternehmen, die nicht den Effekt von Weiterbildungskursen auswerten, nach Grund für das Nichtauswerten und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT17S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT18N,Percentage of enterprises undergoing technological or structural changes by NACE,"Pourcentage des entreprises connaissant des changements technologiques ou structurels, par classe de taille","Prozentsatz der Unternehmen, die technologische oder strukturelle Änderungen mitmachen, nach der NACE",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT18N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT18S,Percentage of enterprises undergoing technological or structural changes by size class,"Pourcentage des entreprises connaissant des changements technologiques ou structurels, par classe de taille","Prozentsatz der Unternehmen, die technologische oder strukturelle Änderungen mitmachen, nach Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT18S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT19N,Percentage of enterprises providing continuing vocational training (CVT) by NACE Rev. 1.1 activity (1997-1998),Pourcentage des entreprises fournissant des cours de formation professionnelle continue (FPC) par activité de la NACE Rév. 1.1 (1997-1998),"Prozentsatz der Unternehmen, die berufliche Weiterbildung (BWB) nach der NACE Rev. 1.1 Tätigkeit anboten (1997-1998)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT19N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT19S,Percentage of enterprises providing continuing vocational training (CVT) by size class (1997-1998),Pourcentage des entreprises fournissant des cours de formation professionnelle continue (FPC) par classe de taille (1997-1998),"Prozentsatz der Unternehmen, die berufliche Weiterbildung (BWB) nach Größenklasse anboten (1997-1998)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT19S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT20N,Enterprises with planned provision of CVT in 2000/2001 by NACE and type of training (%),"Entreprises ayant l'intention de fournir des cours de FPC en 2000/2001, par catégorie de la NACE et par type de formation (en %)","Unternehmen, die 2000/2001 die Möglichkeit der BWB planten, nach NACE und Art der Weiterbildung (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT20N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT20S,Enterprises with planned provision of CVT in 2000/2001 by size and type of training (%),"Entreprises ayant l'intention de fournir des cours de FPC en 2000/2001, par classe de taille et par type de formation (en %)","Unternehmen, die 2000/2001 die Möglichkeit der BWB planten, nach Größe und Art der Weiterbildung (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT20S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT21,Enterprises that changed their approach towards CVT in 1999 compared to 1997 and 1998 by subject and type of change (%),"Entreprises ayant modifié leur approche en ce qui concerne la FPC en 1999 par rapport à 1997 et 1998, par sujet et par type de modification (en %)","Unternehmen, die ihren Ansatz in Bezug auf BWB 1999 gegenüber 1997 und 1998 änderten, nach Gegenstand und Art der Änderung (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT21(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT22N,"Enterprises providing CVT courses by percentage of participation of employees, by NACE and occupational group (%)","Entreprises fournissant des cours de FPC par pourcentage de participation des employés, par catégorie de la NACE et par groupe professionnel (en %)","Unternehmen, die BWB-Kurse anbieten, nach Teilnahmeanteil der Beschäftigten, nach der NACE und der Berufsgruppe (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT22N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT22S,"Enterprises providing CVT courses by percentage of participation of employees, by size class and occupational group (%)","Entreprises fournissant des cours de FPC par pourcentage de participation des employés, par classe de taille et par groupe professionnel (en %)","Unternehmen, die BWB-Kurse anbieten, nach Teilnahmeanteil der Beschäftigten, nach Größenklasse und Berufsgruppe (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT22S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_ENT26,"Enterprises providing 'other forms' of training, by form of training and occupational group (%)","Entreprises fournissant 'd'autres types' de formation, par type de formation et par groupe professionnel (en %)","Unternehmen, die andere Arten der Weiterbildung anbieten, nach Art der Weiterbildung und Berufsgruppe (%)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_ENT26(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_FED1,Participation in formal education by sex and age,Participation à l'éducation formelle par sexe et âge,Teilnahme an formaler Bildung nach Geschlecht und Alter,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_FED1(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_FED2,Participation in formal education by educational attainment level and labour status,Participation à l'éducation formelle par niveau d'éducation atteint et statut au regard de l'emploi,Teilnahme an formaler Bildung nach Bildungsabschluss und Erwerbsstatus,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_FED2(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_FED3,Participation in formal education by degree of urbanisation,Participation à l'éducation formelle par degré d'urbanisation,Teilnahme an formaler Bildung nach Verstädterungsgrad,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_FED3(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_FED6,Participation in formal education by sex and labour status,Participation à l'éducation formelle par sexe et statut au regard de l'emploi,Teilnahme an formaler Bildung nach Geschlecht und Erwerbsstatus,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_FED6(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_FED8,Fields of study in formal education by sex and labour status,Domaines d'études de l'éducation formelle par sexe et statut au regard de l'emploi,Studienrichtungen in der formalen Bildung nach Geschlecht und Erwerbsstatus,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_FED8(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR01N,"Hours in CVT courses per participant, by sex and NACE Rev. 1.1","Heures de cours de formation professionnelle continue par participant, par sexe et NACE Rév. 1.1","Stunden in Weiterbildungskursen pro Teilnehmer, nach Geschlecht und NACE Rev. 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR01N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR01S,"Hours in CVT courses per participant, by sex and size class","Heures de cours de formation professionnelle continue par participant, par sexe et classe de taille","Stunden in Weiterbildungskursen pro Teilnehmer, nach Geschlecht und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR01S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR03N,"Percentage of the total hours in external CVT courses, by training provider and NACE Rev. 1.1","Pourcentage des heures totales dans les cours externes de formation professionnelle continue, par fournisseur de formation et NACE Rév. 1.1",Gesamtstunden in externen Weiterbildungskursen nach Weiterbildungsanbieter und NACE Rev. 1.1 (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR03N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR03S,"Percentage of the total hours in external CVT courses, by training provider and size class","Pourcentage des heures totales dans les cours externes de formation professionnelle continue, par fournisseur de formation et classe de taille",Gesamtstunden in externen Weiterbildungskursen nach Weiterbildungsanbieter und Größenklasse (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR03S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR04N,"Percentage of the total hours in CVT courses, by field of training and NACE Rev. 1.1","Pourcentage des heures totales dans les cours de formation professionnelle continue, par thème de formation et NACE Rév. 1.1",Gesamtstunden in Weiterbildungskursen nach Weiterbildungsfeld und NACE Rev. 1.1 (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR04N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR04S,"Percentage of the total hours in CVT courses, by field of training and size class","Pourcentage des heures totales dans les cours de formation professionnelle continue, par thème de formation et classe de taille",Gesamtstunden in Weiterbildungskursen nach Weiterbildungsfeld und Größenklasse (%),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR04S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR05N,"Hours in CVT courses per employee (all enterprises), by sex and NACE Rev. 1.1","Heures dans les cours de formation professionnelle continue par employé (ensemble desentreprises), par sexe et NACE Rév. 1.1","Stunden in Weiterbildungskursen pro Angestellter (alle Unternehmen), nach Geschlecht und NACE Rev. 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR05N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR05S,"Hours in CVT courses per employee (all enterprises), by sex and size class","Heures dans les cours de formation professionnelle continue par employé (ensemble des entreprises), par sexe et classe de taille","Stunden in Weiterbildungskursen pro Angestellter (alle Unternehmen), nach Geschlecht und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR05S(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR06N,"Hours in CVT courses per 1 000 hours worked (all enterprises), by NACE Rev. 1.1","Heures dans les cours de formation professionnelle continue par 1 000 heures travaillées (ensemble des entreprises), par NACE Rév. 1.1","Stunden in Weiterbildungskursen pro 1 000 gearbeiteten Stunden (alle Unternehmen), nach NACE Rev. 1.1",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR06N(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,TRNG_HOUR06S,"Hours in CVT courses per 1 000 hours worked (all enterprises), by size class","Heures dans les cours de formation professionnelle continue par 1 000 heures travaillées (ensemble des entreprises), par classe de taille","Stunden in Weiterbildungskursen pro 1 000 gearbeiteten Stunden (alle Unternehmen), nach Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TRNG_HOUR06S(1.0),TRUE,FALSE,NA,NA,NA
